 X== 8401.877172   Y== 3943.829268
 X== 7175.124566   Y== 3999.235548
 X== 6502.224196   Y== 7069.952589
 X== 9331.761487   Y== 894.297194
 X== 4247.737352   Y== 5129.414110
 X== 4978.467862   Y== 4389.238900
 X== 2618.833814   Y== 9430.814492
 X== 865.962138   Y== 2922.074102
 X== 7492.300569   Y== 4740.625613
 X== 8605.868127   Y== 8046.406982
 X== 5083.693832   Y== 6352.460806
 X== 5969.521481   Y== 5448.854252
 X== 1748.300084   Y== 9262.938061
 X== 9744.987283   Y== 1955.380664
 X== 3400.256356   Y== 5376.597911
 X== 1442.462654   Y== 2131.222003
 X== 7925.661932   Y== 8617.587219
 X== 6130.457556   Y== 4427.886123
 X== 5687.539808   Y== 5462.219038
 X== 5322.183317   Y== 9935.277160
 X== 591.633148   Y== 300.651179
 X== 4324.516055   Y== 3210.466962
 X== 9731.465671   Y== 5190.478193
 X== 6132.541064   Y== 7223.766235
 X== 9931.103806   Y== 4738.409191
 X== 5270.173212   Y== 5014.797633
 X== 1090.869993   Y== 1239.694688
 X== 463.651885   Y== 2839.170076
 X== 502.632750   Y== 208.639163
 X== 4794.550741   Y== 3902.889105
 X== 5585.237074   Y== 6237.013394
 X== 6034.111113   Y== 3510.899001
 X== 4854.600613   Y== 2164.568665
 X== 7938.785124   Y== 542.140417
 X== 7626.787702   Y== 3260.968436
 X== 477.417573   Y== 8218.420850
 X== 3561.619615   Y== 4801.933628
 X== 1428.887807   Y== 3293.085286
 X== 9992.411821   Y== 7561.428876
 X== 516.851517   Y== 9923.515622
 X== 2299.838063   Y== 5787.024734
 X== 4938.313251   Y== 3390.708055
 X== 7026.719422   Y== 5401.965135
 X== 6229.878136   Y== 7529.352171
 X== 5610.604298   Y== 1024.428872
 X== 1432.241277   Y== 1195.841367
 X== 7261.442271   Y== 7466.352390
 X== 4706.740368   Y== 2116.042879
 X== 9630.921054   Y== 2645.525487
 X== 2658.183297   Y== 7257.708752
 X== 5906.493927   Y== 3135.600869
 X== 5476.129602   Y== 9468.113542
 X== 7937.534497   Y== 6905.017410
 X== 2761.198824   Y== 7929.946314
 X== 4466.446282   Y== 3278.050345
 X== 7853.461931   Y== 6766.284344
 X== 9065.075079   Y== 2791.775178
 X== 156.992399   Y== 6091.794496
 X== 8193.740318   Y== 6386.870535
 X== 3621.146667   Y== 3804.344611
 X== 7411.299407   Y== 5053.387943
 X== 5000.185983   Y== 4672.741673
 X== 2519.740328   Y== 9706.926350
 X== 6788.784553   Y== 2150.661378
 X== 2352.451837   Y== 9446.967849
 X== 9408.370130   Y== 8258.945764
 X== 2582.568714   Y== 4884.499728
 X== 7727.059302   Y== 520.103206
 X== 1789.517138   Y== 488.258125
 X== 8450.049520   Y== 6255.963420
 X== 3766.308471   Y== 6303.511446
 X== 3022.247764   Y== 2831.383544
 X== 9095.286629   Y== 3179.240163
 X== 8923.178040   Y== 7289.026942
 X== 9566.110698   Y== 2544.324702
 X== 1093.371548   Y== 6977.410101
 X== 7597.712645   Y== 6093.557531
 X== 1650.151774   Y== 117.452969
 X== 5800.483881   Y== 8438.936327
 X== 2268.114347   Y== 8152.935718
 X== 7885.904176   Y== 1676.484478
 X== 6411.881478   Y== 468.472885
 X== 6560.984206   Y== 4138.940775
 X== 988.576096   Y== 8350.501344
 X== 4627.198900   Y== 9438.625616
 X== 4606.464763   Y== 8393.507371
 X== 5742.137062   Y== 7628.712527
 X== 1224.890911   Y== 4837.423686
 X== 807.952686   Y== 148.068951
 X== 2126.450623   Y== 374.063379
 X== 2692.393652   Y== 3219.822172
 X== 7351.473480   Y== 290.106298
 X== 9313.379707   Y== 9001.625254
 X== 407.559267   Y== 5113.863584
 X== 7440.561581   Y== 2675.673618
 X== 3266.799298   Y== 5326.465753
 X== 4352.158096   Y== 9678.680776
 X== 5794.938638   Y== 913.142297
 X== 3817.621546   Y== 6783.514734
 X== 9263.643645   Y== 8444.820451
 X== 6222.140350   Y== 3870.108404
 X== 6838.327817   Y== 1964.277407
 X== 1498.820927   Y== 8063.218732
 X== 6801.701093   Y== 2306.773612
 X== 8211.287683   Y== 8928.151717
 X== 2680.836992   Y== 903.681331
 X== 2147.973884   Y== 32.310467
 X== 1193.787628   Y== 1461.353587
 X== 9033.935726   Y== 1601.346900
 X== 6575.217171   Y== 6474.497303
 X== 4277.020518   Y== 9842.016469
 X== 1800.963051   Y== 8629.178614
 X== 9520.697240   Y== 7595.901688
 X== 9542.320911   Y== 3338.318785
 X== 4379.416422   Y== 8805.964551
 X== 1783.139232   Y== 601.556767
 X== 2676.072951   Y== 8621.467049
 X== 2565.834174   Y== 4174.893878
 X== 6684.685776   Y== 9367.535268
 X== 6481.667490   Y== 4895.973455
 X== 8295.686980   Y== 9162.504482
 X== 5799.654790   Y== 443.660859
 X== 9194.814954   Y== 6993.442419
 X== 1905.014451   Y== 8228.750675
 X== 8594.789318   Y== 8480.231622
 X== 4703.247973   Y== 2871.809831
 X== 8322.248090   Y== 6504.211024
 X== 1500.988440   Y== 7842.945325
 X== 4100.112707   Y== 1043.309351
 X== 1181.264106   Y== 8479.529130
 X== 9849.273902   Y== 2964.403337
 X== 9081.085897   Y== 2525.346853
 X== 1585.870386   Y== 1646.920066
 X== 6700.240731   Y== 8270.556162
 X== 1014.455329   Y== 3181.908221
 X== 3166.529617   Y== 9310.142309
 X== 2344.412698   Y== 8966.184407
 X== 9753.803173   Y== 1539.227647
 X== 5959.626821   Y== 1658.817619
 X== 9767.978322   Y== 4554.416139
 X== 139.049236   Y== 4471.226290
 X== 7426.225970   Y== 8461.297326
 X== 975.437309   Y== 8927.214415
 X== 6304.242651   Y== 5075.550021
 X== 9970.523766   Y== 7485.506757
 X== 3555.079146   Y== 9819.797664
 X== 449.910094   Y== 2636.165043
 X== 2345.144512   Y== 2035.780480
 X== 4283.085109   Y== 9045.385248
 X== 306.336638   Y== 5297.540443
 X== 2227.293464   Y== 3472.866255
 X== 4607.682747   Y== 4571.706161
 X== 2439.050657   Y== 4361.485915
 X== 6110.933812   Y== 8398.677482
 X== 6020.303534   Y== 5878.912129
 X== 2953.093617   Y== 6159.352775
 X== 350.138419   Y== 379.319582
 X== 4620.650096   Y== 1325.575729
 X== 9306.533998   Y== 924.892743
 X== 6401.125750   Y== 9277.057759
 X== 8410.399504   Y== 9956.204900
 X== 9096.855423   Y== 8860.309598
 X== 2592.369939   Y== 1441.999931
 X== 896.090074   Y== 6875.455047
 X== 487.385174   Y== 1202.426712
 X== 2172.995485   Y== 2714.678637
 X== 4675.292971   Y== 6780.678237
 X== 7286.384803   Y== 7114.343628
 X== 1142.164148   Y== 3397.318611
 X== 5513.021106   Y== 7162.467687
 X== 9276.230740   Y== 8466.114722
 X== 3321.820457   Y== 9626.369159
 X== 8845.434309   Y== 7942.470553
 X== 951.944888   Y== 8151.968302
 X== 8867.363301   Y== 7353.070638
 X== 7429.026061   Y== 7277.762800
 X== 7309.275534   Y== 6525.881480
 X== 6138.072394   Y== 9901.645472
 X== 7967.881410   Y== 7034.162468
 X== 6777.100520   Y== 8455.266589
 X== 8236.589179   Y== 8950.096005
 X== 1169.945221   Y== 2911.882146
 X== 5730.774238   Y== 8456.330024
 X== 26.225774   Y== 6872.938390
 X== 1853.648630   Y== 5539.246879
 X== 4035.406073   Y== 1129.879370
 X== 4005.361602   Y== 7357.226530
 X== 756.248525   Y== 2850.795906
 X== 5299.697078   Y== 1708.193413
 X== 1002.764204   Y== 4167.060374
 X== 9061.264055   Y== 8431.790265
 X== 1444.823170   Y== 6370.539584
 X== 4957.671741   Y== 7582.895564
 X== 6272.185057   Y== 2925.553151
 X== 4617.058027   Y== 3049.285572
 X== 1380.819735   Y== 2853.647206
 X== 1999.381572   Y== 2550.764956
 X== 5765.529352   Y== 7730.155814
 X== 1007.094980   Y== 5791.755126
 X== 4603.094200   Y== 2860.743610
 X== 1331.002005   Y== 8638.500273
 X== 3990.622980   Y== 5336.363607
 X== 5995.726798   Y== 4746.871509
 X== 8187.159513   Y== 1295.423872
 X== 6455.064922   Y== 9189.923717
 X== 5462.484251   Y== 5516.328973
 X== 7621.713983   Y== 6907.307420
 X== 1886.868557   Y== 2579.385719
 X== 4490.202984   Y== 8159.053614
 X== 5504.938870   Y== 9107.261011
 X== 1208.339180   Y== 6885.758604
 X== 1960.908213   Y== 3207.720752
 X== 9436.523565   Y== 7726.437569
 X== 937.876562   Y== 443.618540
 X== 3518.192691   Y== 5540.970762
 X== 3304.362150   Y== 4849.194696
 X== 4179.471030   Y== 7294.985134
 X== 185.558298   Y== 175.197823
 X== 2041.856638   Y== 8372.717811
 X== 1470.621699   Y== 8496.921560
 X== 7562.641528   Y== 6933.105950
 X== 4013.250533   Y== 5184.355506
 X== 3840.413365   Y== 5900.119089
 X== 7763.741225   Y== 8330.616350
 X== 4059.172698   Y== 3268.680094
 X== 7437.877360   Y== 5267.511879
 X== 154.438694   Y== 9398.785573
 X== 8475.232631   Y== 9590.962259
 X== 7125.223138   Y== 9413.109198
 X== 34.580794   Y== 643.415829
 X== 4954.079955   Y== 3338.942948
 X== 5492.610524   Y== 9133.550990
 X== 633.928078   Y== 5678.168827
 X== 9308.748813   Y== 2675.784716
 X== 4050.886633   Y== 779.370508
 X== 1172.706271   Y== 1613.528156
 X== 7712.476457   Y== 5185.956804
 X== 6797.883663   Y== 1552.889823
 X== 1086.075889   Y== 4561.624888
 X== 9883.506172   Y== 5145.248587
 X== 7830.304982   Y== 7321.383528
 X== 412.760461   Y== 7984.743676
 X== 6720.169101   Y== 8887.993097
 X== 7575.705935   Y== 3845.392235
 X== 8301.102290   Y== 7610.286729
 X== 4488.808063   Y== 3255.182241
 X== 949.229673   Y== 9981.418592
 X== 2388.733226   Y== 1583.157751
 X== 5659.587414   Y== 1697.482039
 X== 4258.942466   Y== 9710.474047
 X== 2476.852547   Y== 5431.648742
 X== 1324.002203   Y== 189.329004
 X== 617.605541   Y== 8121.885866
 X== 1742.218827   Y== 1703.681434
 X== 2683.510749   Y== 1625.724994
 X== 6848.930021   Y== 513.815726
 X== 8947.108527   Y== 7261.690487
 X== 8498.559407   Y== 5667.277624
 X== 6149.683579   Y== 6074.265338
 X== 9512.669858   Y== 4450.785864
 X== 3684.552062   Y== 4001.477921
 X== 7705.968105   Y== 4633.781740
 X== 3982.896509   Y== 94.701331
 X== 6216.939490   Y== 9642.483922
 X== 1792.183370   Y== 475.881957
 X== 9352.957965   Y== 4269.035917
 X== 5907.530699   Y== 676.960163
 X== 4458.364921   Y== 6525.136240
 X== 8798.846034   Y== 6200.583748
 X== 8228.817674   Y== 1482.356778
 X== 7826.308747   Y== 5077.747696
 X== 1996.172509   Y== 6773.417269
 X== 2339.438178   Y== 494.731912
 X== 2440.694888   Y== 8489.121757
 X== 6568.997249   Y== 1953.364742
 X== 2939.907616   Y== 253.549307
 X== 5954.842663   Y== 645.875717
 X== 4887.331047   Y== 9937.739172
 X== 740.577048   Y== 1104.270537
 X== 9580.223090   Y== 2532.760418
 X== 1580.152494   Y== 8933.181054
 X== 6801.796340   Y== 7487.683193
 X== 9610.141218   Y== 1260.161256
 X== 4012.819428   Y== 8408.987247
 X== 7460.745008   Y== 2241.637102
 X== 9891.344029   Y== 5287.053750
 X== 7319.384798   Y== 1887.516534
 X== 2060.471015   Y== 9658.822976
 X== 2382.248446   Y== 4501.165903
 X== 8147.944728   Y== 8951.245695
 X== 6454.530645   Y== 1087.852340
 X== 9204.795002   Y== 2409.373309
 X== 1733.728057   Y== 4092.126048
 X== 2347.112476   Y== 2474.305109
 X== 5196.396585   Y== 1927.335566
 X== 5007.065528   Y== 6776.549079
 X== 860.516616   Y== 1808.861863
 X== 4264.232267   Y== 470.657828
 X== 3069.023124   Y== 8277.051695
 X== 8879.645080   Y== 529.768127
 X== 518.688793   Y== 8770.989105
 X== 5816.821878   Y== 7838.073591
 X== 658.505634   Y== 7877.292893
 X== 7496.896562   Y== 3040.754079
 X== 2378.458792   Y== 5644.841285
 X== 1991.999770   Y== 8832.989437
 X== 6732.693625   Y== 1196.794767
 X== 1242.362741   Y== 8466.421686
 X== 5288.920815   Y== 3589.475222
 X== 940.726791   Y== 485.317395
 X== 5516.810788   Y== 5947.792319
 X== 7261.866474   Y== 6377.327403
 X== 7756.654186   Y== 1526.098736
 X== 6847.985232   Y== 825.677305
 X== 9803.150436   Y== 5727.630307
 X== 1355.445432   Y== 321.839224
 X== 4498.619407   Y== 7172.267310
 X== 8159.912819   Y== 5157.125040
 X== 5049.560198   Y== 5656.809376
 X== 8197.879120   Y== 7428.018990
 X== 1301.650662   Y== 189.878885
 X== 6261.008422   Y== 8034.344287
 X== 1386.673656   Y== 7503.371168
 X== 6500.765968   Y== 6675.594471
 X== 1092.846385   Y== 7441.492759
 X== 7160.911871   Y== 6609.657172
 X== 3389.285078   Y== 4422.778340
 X== 2986.984571   Y== 1145.939259
 X== 5948.877081   Y== 9834.969803
 X== 1971.616564   Y== 5752.027512
 X== 5562.600110   Y== 3327.061996
 X== 6073.866736   Y== 61.219512
 X== 499.329302   Y== 4233.779551
 X== 5218.344557   Y== 5548.889500
 X== 9890.588932   Y== 3416.223672
 X== 2976.908485   Y== 1192.239589
 X== 3606.102561   Y== 9237.916907
 X== 9226.583875   Y== 4992.776217
 X== 6741.288070   Y== 5727.349844
 X== 1668.370684   Y== 7834.134455
 X== 3168.842598   Y== 8829.282554
 X== 4443.791623   Y== 6558.127676
 X== 3252.060895   Y== 7430.776193
 X== 7704.066936   Y== 9200.937976
 X== 7265.745996   Y== 9675.683500
 X== 4952.965484   Y== 2828.346101
 X== 3002.745492   Y== 1026.832215
 X== 2889.565613   Y== 3502.074794
 X== 5260.611770   Y== 8107.910169
 X== 9050.964294   Y== 5151.200697
 X== 1524.133841   Y== 2027.872774
 X== 6343.440286   Y== 5130.236403
 X== 1265.789681   Y== 5570.024157
 X== 123.012615   Y== 8007.077751
 X== 1297.373996   Y== 1791.383299
 X== 5841.212206   Y== 4466.216599
 X== 620.665853   Y== 285.003823
 X== 1024.344271   Y== 3872.726748
 X== 7715.780021   Y== 8728.411211
 X== 3073.664719   Y== 4981.526013
 X== 8404.094706   Y== 8026.630202
 X== 7809.872114   Y== 1406.840198
 X== 9053.462417   Y== 699.437722
 X== 4908.914992   Y== 4314.074183
 X== 8807.347896   Y== 3959.879286
 X== 9465.274880   Y== 331.481733
 X== 5987.752059   Y== 5808.715162
 X== 5461.718135   Y== 7253.541740
 X== 1378.739319   Y== 5584.730751
 X== 5260.619491   Y== 2676.113314
 X== 7376.114050   Y== 1101.831692
 X== 7142.329913   Y== 7996.779903
 X== 1386.835515   Y== 8166.674188
 X== 1869.506646   Y== 9102.615537
 X== 6895.085395   Y== 4943.171365
 X== 4084.141545   Y== 5299.180097
 X== 2969.801562   Y== 1894.013654
 X== 6706.020295   Y== 2023.263980
 X== 2593.451381   Y== 1614.935287
 X== 6337.338163   Y== 1400.799272
 X== 5574.814573   Y== 5802.613043
 X== 1732.281005   Y== 1562.566628
 X== 1611.328200   Y== 7193.999140
 X== 8816.108372   Y== 2990.067519
 X== 2778.729886   Y== 4076.727859
 X== 5666.180838   Y== 154.843931
 X== 5178.559551   Y== 2808.510746
 X== 8151.623839   Y== 6565.395066
 X== 975.184930   Y== 21.130480
 X== 5668.010603   Y== 7870.270325
 X== 4964.301849   Y== 9752.152148
 X== 3169.450421   Y== 7934.103412
 X== 1646.165802   Y== 9875.470716
 X== 9957.367391   Y== 4239.617183
 X== 1490.405999   Y== 6294.705554
 X== 5640.416455   Y== 7065.220572
 X== 2097.318593   Y== 7372.697460
 X== 8627.787204   Y== 3708.646793
 X== 4566.696596   Y== 7443.895572
 X== 6698.714316   Y== 7345.426482
 X== 1520.623426   Y== 2364.895149
 X== 7500.270413   Y== 6699.182976
 X== 5173.405896   Y== 5651.894247
 X== 3264.578038   Y== 6148.590830
 X== 5673.024732   Y== 8932.588640
 X== 4018.861150   Y== 637.326576
 X== 8684.740788   Y== 7188.311572
 X== 8571.429988   Y== 330.906585
 X== 7063.782288   Y== 8528.797379
 X== 4570.523768   Y== 8554.188287
 X== 4823.502928   Y== 210.940219
 X== 5619.408859   Y== 6920.821521
 X== 7583.637679   Y== 4247.196058
 X== 629.468309   Y== 2150.334270
 X== 1691.091625   Y== 7328.182625
 X== 9495.760752   Y== 3211.715051
 X== 9693.077775   Y== 6996.031160
 X== 9910.898027   Y== 4866.483670
 X== 2647.925407   Y== 3175.476060
 X== 1015.074496   Y== 8320.950139
 X== 2108.064700   Y== 5033.935646
 X== 8958.276715   Y== 792.805483
 X== 2222.247218   Y== 7529.706698
 X== 1123.712068   Y== 9286.029506
 X== 6058.504072   Y== 5694.235836
 X== 7840.217789   Y== 882.006996
 X== 5905.176055   Y== 3459.626643
 X== 7802.828517   Y== 3488.813729
 X== 7706.822701   Y== 8432.296830
 X== 5639.147999   Y== 9397.914326
 X== 5760.479451   Y== 5134.908746
 X== 2609.629371   Y== 5453.557226
 X== 2130.939901   Y== 2520.527394
 X== 320.040891   Y== 4778.865308
 X== 5696.003458   Y== 1335.115387
 X== 3099.815442   Y== 7804.068158
 X== 6369.051033   Y== 2058.092152
 X== 8596.873641   Y== 8591.298251
 X== 9587.798854   Y== 9720.585709
 X== 7877.327752   Y== 5646.302922
 X== 5414.821541   Y== 5717.545541
 X== 6528.309922   Y== 1319.997591
 X== 9177.172184   Y== 4331.138434
 X== 4808.811319   Y== 6883.994884
 X== 2763.435260   Y== 447.959313
 X== 6281.909205   Y== 8523.914716
 X== 5582.868059   Y== 8891.538581
 X== 3977.471936   Y== 7713.807960
 X== 1412.065970   Y== 4297.512828
 X== 2492.673268   Y== 7108.069429
 X== 5632.628214   Y== 5592.488710
 X== 4912.137582   Y== 2001.679243
 X== 7650.580866   Y== 3509.011219
 X== 592.977493   Y== 7238.379716
 X== 3229.596924   Y== 8470.305246
 X== 2884.682632   Y== 8644.418464
 X== 4187.850782   Y== 9412.992554
 X== 9964.416055   Y== 3365.022965
 X== 3744.130988   Y== 4773.227370
 X== 249.017845   Y== 6507.566248
 X== 5221.186683   Y== 6530.927050
 X== 5031.480959   Y== 804.054737
 X== 5422.465627   Y== 9008.952896
 X== 8517.862702   Y== 6834.531602
 X== 3306.465719   Y== 1010.535965
 X== 3942.601026   Y== 8939.093933
 X== 6603.024675   Y== 8854.738613
 X== 940.773176   Y== 4253.605536
 X== 2363.749827   Y== 1533.750669
 X== 1491.985247   Y== 5593.346756
 X== 4.055910   Y== 4376.667884
 X== 4237.765215   Y== 4191.906696
 X== 3789.660434   Y== 4202.181270
 X== 7556.929662   Y== 7533.791423
 X== 8975.408640   Y== 7805.947507
 X== 4041.357671   Y== 4196.595323
 X== 4336.874552   Y== 9072.838630
 X== 5000.650061   Y== 9759.340184
 X== 8081.791526   Y== 3518.512758
 X== 6593.871781   Y== 1388.257240
 X== 4529.048723   Y== 536.472802
 X== 327.351173   Y== 1132.073398
 X== 9391.211415   Y== 1268.124348
 X== 5385.678935   Y== 1754.961243
 X== 2801.875017   Y== 6877.664186
 X== 7348.307999   Y== 2805.930927
 X== 1254.332066   Y== 1586.073209
 X== 6997.837623   Y== 5043.992500
 X== 5788.254480   Y== 4554.767280
 X== 2577.783923   Y== 4763.663120
 X== 2360.714782   Y== 6619.141594
 X== 8960.258443   Y== 6697.589339
 X== 5691.980219   Y== 3960.908500
 X== 6456.929518   Y== 3773.771740
 X== 7479.421262   Y== 3050.801294
 X== 5162.028985   Y== 2008.469981
 X== 3587.274097   Y== 5489.380157
 X== 3140.543379   Y== 2978.485512
 X== 6757.504505   Y== 8526.222319
 X== 4733.446755   Y== 9559.379522
 X== 5403.886500   Y== 2081.754749
 X== 2365.310445   Y== 6658.218567
 X== 3667.827958   Y== 9363.148072
 X== 1702.211062   Y== 9456.082443
 X== 3917.915348   Y== 4279.994985
 X== 4219.745558   Y== 6278.630135
 X== 899.136574   Y== 3180.003997
 X== 2976.219469   Y== 6591.116798
 X== 7140.912496   Y== 9433.148987
 X== 364.888534   Y== 4620.333754
 X== 2483.950277   Y== 5526.917519
 X== 6628.803740   Y== 6071.224374
 X== 1016.297671   Y== 9769.347119
 X== 9049.709886   Y== 7773.802177
 X== 8295.569433   Y== 3783.156636
 X== 7333.181695   Y== 3699.455929
 X== 5864.911385   Y== 9698.492144
 X== 357.674491   Y== 9532.739348
 X== 9061.640212   Y== 2059.885558
 X== 8988.821785   Y== 2979.555555
 X== 6339.880543   Y== 3208.567339
 X== 9258.185690   Y== 7239.017122
 X== 6388.571335   Y== 2234.405154
 X== 3830.133916   Y== 3529.483827
 X== 1667.554137   Y== 4195.022450
 X== 8149.817585   Y== 4151.504414
 X== 9721.939973   Y== 4778.621320
 X== 222.728788   Y== 738.237640
 X== 4547.968434   Y== 9272.438674
 X== 8512.039822   Y== 2843.537867
 X== 3055.595310   Y== 5845.221512
 X== 6542.993796   Y== 8920.506695
 X== 5543.713651   Y== 6900.668292
 X== 8453.246038   Y== 4605.353859
 X== 8960.553850   Y== 7442.067818
 X== 7584.909418   Y== 5300.434388
 X== 650.635152   Y== 6843.095104
 X== 2539.451505   Y== 7039.206488
 X== 9077.500263   Y== 6369.585421
 X== 568.690314   Y== 745.054395
 X== 564.607871   Y== 8718.507899
 X== 4896.558814   Y== 286.547840
 X== 3497.129215   Y== 5119.287602
 X== 1024.785480   Y== 8045.097649
 X== 4391.726271   Y== 9536.825302
 X== 888.635512   Y== 7447.321581
 X== 5382.046814   Y== 7431.629313
 X== 6367.828276   Y== 925.760461
 X== 4332.297600   Y== 4821.074309
 X== 5531.114324   Y== 3292.851445
 X== 2263.142128   Y== 3116.023738
 X== 8593.285833   Y== 2913.777280
 X== 9959.118841   Y== 1132.737338
 X== 9952.983772   Y== 9036.619099
 X== 7502.322759   Y== 521.674082
 X== 9781.673499   Y== 8066.930630
 X== 9240.181981   Y== 4678.232309
 X== 8353.478470   Y== 2737.311191
 X== 9797.519911   Y== 9378.263955
 X== 782.408836   Y== 4189.246178
 X== 8915.089252   Y== 1671.044352
 X== 1636.567759   Y== 4297.136061
 X== 9102.673665   Y== 8004.396035
 X== 5222.896526   Y== 3434.971261
 X== 2825.470340   Y== 754.010845
 X== 6727.822706   Y== 5088.612468
 X== 3870.034583   Y== 5321.108534
 X== 8002.389752   Y== 3829.153419
 X== 6453.845872   Y== 7955.373520
 X== 2865.772519   Y== 3956.168631
 X== 8477.047602   Y== 2647.446013
 X== 2023.099257   Y== 7717.229579
 X== 7325.678322   Y== 376.577727
 X== 454.540765   Y== 7123.198228
 X== 9754.841681   Y== 1236.949601
 X== 1312.444402   Y== 8669.930929
 X== 2907.993953   Y== 2949.012161
 X== 2967.066990   Y== 2010.667614
 X== 953.408191   Y== 8189.963516
 X== 5445.638874   Y== 3778.878536
 X== 8943.974361   Y== 2173.461575
 X== 8867.491004   Y== 2814.008939
 X== 7494.570113   Y== 6869.880751
 X== 6643.162359   Y== 3948.415981
 X== 4825.254267   Y== 9508.934878
 X== 7904.584612   Y== 3302.301864
 X== 2156.380886   Y== 9927.683873
 X== 1019.531438   Y== 9482.059208
 X== 304.261595   Y== 1474.072203
 X== 6605.257432   Y== 59.103272
